faction	unit_purchasable_effect
mixer_nor_ursfjordlings	rhox_akkorak_purchasable_melee_attack
mixer_nor_geimdall_huscarls	rhox_akkorak_purchasable_melee_attack
mixer_nor_fjordlings	rhox_akkorak_purchasable_melee_attack
cr_kho_servants_of_the_blood_nagas	rhox_akkorak_purchasable_melee_attack
cr_tze_cult_of_tsien_tsin	rhox_akkorak_purchasable_melee_attack
cr_nur_tide_of_pestilence	rhox_akkorak_purchasable_melee_attack
rhox_kho_destroyers_of_khorne	rhox_akkorak_purchasable_melee_attack
ovn_mar_house_den_euwe	rhox_akkorak_purchasable_melee_attack
wh3_main_dae_daemon_prince	rhox_akkorak_purchasable_melee_attack
wh3_main_dae_daemons_qb1	rhox_akkorak_purchasable_melee_attack
wh3_dlc25_kho_khorne_invasion	rhox_akkorak_purchasable_speed
wh3_dlc25_nur_epidemius	rhox_akkorak_purchasable_speed
wh3_dlc25_nur_nurgle_invasion	rhox_akkorak_purchasable_speed
wh3_dlc25_nur_tamurkhan	rhox_akkorak_purchasable_speed
wh3_dlc25_sla_slaanesh_invasion	rhox_akkorak_purchasable_speed
wh3_dlc25_kho_khorne_invasion	rhox_akkorak_purchasable_missile_resistance
wh3_dlc25_nur_epidemius	rhox_akkorak_purchasable_missile_resistance
wh3_dlc25_nur_nurgle_invasion	rhox_akkorak_purchasable_missile_resistance
wh3_dlc25_nur_tamurkhan	rhox_akkorak_purchasable_missile_resistance
wh3_dlc25_sla_slaanesh_invasion	rhox_akkorak_purchasable_missile_resistance
wh3_dlc25_kho_khorne_invasion	rhox_akkorak_purchasable_melee_attack
wh3_dlc25_nur_epidemius	rhox_akkorak_purchasable_melee_attack
wh3_dlc25_nur_nurgle_invasion	rhox_akkorak_purchasable_melee_attack
wh3_dlc25_nur_tamurkhan	rhox_akkorak_purchasable_melee_attack
wh3_dlc25_sla_slaanesh_invasion	rhox_akkorak_purchasable_melee_attack
