key	option	group	string
receive	3	diplomacy_Faction_SurthaEk_&_OtherFactionEmpire_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_01
receive	3	diplomacy_Faction_SurthaEk_&_OtherFactionEmpire_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_01
receive	3	diplomacy_Faction_SurthaEk_&_OtherFactionGreenskin	Chaos_MrdrChief_Dip_Greet_Neu_01
receive	3	diplomacy_Faction_SurthaEk_&_OtherFactionGreenskin_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_01
receive	3	diplomacy_Faction_SurthaEk_&_OtherFactionGreenskin_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_01
receive	3	diplomacy_Faction_SurthaEk_&_OtherFactionVamp	Chaos_MrdrChief_Dip_Greet_Neu_01
receive	3	diplomacy_Faction_SurthaEk_&_OtherFactionVamp_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_01
receive	3	diplomacy_Faction_SurthaEk_&_OtherFactionVamp_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_01
receive	3	diplomacy_Faction_SurthaEk_&_OtherFactionWoodElves	Chaos_MrdrChief_Dip_Greet_Neu_01
receive	3	diplomacy_Faction_SurthaEk_&_OtherFactionWoodElves_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_01
receive	3	diplomacy_Faction_SurthaEk_&_OtherFactionWoodElves_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_01
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBeastmen	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBeastmen_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBeastmen_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBretonnia	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBretonnia_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionBretonnia_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionChaos	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionChaos_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionChaos_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionDwarf	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionDwarf_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionDwarf_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionEmpire	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionEmpire_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionEmpire_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionGreenskin	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionGreenskin_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionGreenskin_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionVamp	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionVamp_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionVamp_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionWoodElves	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionWoodElves_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_FactionGroup_2_&_OtherFactionWoodElves_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionBeastmen	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionBeastmen_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionBeastmen_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionBretonnia	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionBretonnia_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionBretonnia_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionChaos	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionChaos_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionChaos_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionDwarf	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionDwarf_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionDwarf_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionEmpire	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionEmpire_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionEmpire_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionGreenskin	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionGreenskin_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionGreenskin_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionVamp	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionVamp_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionVamp_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionWoodElves	Chaos_MrdrChief_Dip_Greet_Neu_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionWoodElves_&_Negative	Chaos_MrdrChief_Dip_Greet_Neg_02
receive	4	diplomacy_Faction_SurthaEk_&_OtherFactionWoodElves_&_Positive	Chaos_MrdrChief_Dip_Greet_Pos_02
accept	0	diplomacy_Faction_SurthaEk	CHAOS_MrdrChief_Dip_Acceptance_Neutral_01
accept	0	diplomacy_Faction_SurthaEk_&_Negative	CHAOS_MrdrChief_Dip_Acceptance_Negative_01
accept	0	diplomacy_Faction_SurthaEk_&_Positive	CHAOS_MrdrChief_Dip_Acceptance_Positive_01
accept	1	diplomacy_Faction_SurthaEk	CHAOS_MrdrChief_Dip_Acceptance_Neutral_02
accept	1	diplomacy_Faction_SurthaEk_&_Negative	CHAOS_MrdrChief_Dip_Acceptance_Negative_02
accept	1	diplomacy_Faction_SurthaEk_&_Positive	CHAOS_MrdrChief_Dip_Acceptance_Positive_02
accept	2	diplomacy_Faction_SurthaEk	CHAOS_MrdrChief_Dip_Acceptance_Neutral_03
accept	2	diplomacy_Faction_SurthaEk_&_Negative	CHAOS_MrdrChief_Dip_Acceptance_Positive_03
accept	2	diplomacy_Faction_SurthaEk_&_Positive	CHAOS_MrdrChief_Dip_Acceptance_Negative_03
generic_reject	0	diplomacy_Faction_SurthaEk	CHAOS_MrdrChief_Dip_Rejection_Neutral_01
generic_reject	0	diplomacy_Faction_SurthaEk_&_Negative	CHAOS_MrdrChief_Dip_Rejection_Negative_01
generic_reject	0	diplomacy_Faction_SurthaEk_&_Positive	CHAOS_MrdrChief_Dip_Rejection_Positive_01
generic_reject	1	diplomacy_Faction_SurthaEk	CHAOS_MrdrChief_Dip_Rejection_Neutral_02
generic_reject	1	diplomacy_Faction_SurthaEk_&_Negative	CHAOS_MrdrChief_Dip_Rejection_Negative_02
generic_reject	1	diplomacy_Faction_SurthaEk_&_Positive	CHAOS_MrdrChief_Dip_Rejection_Positive_02
generic_reject	2	diplomacy_Faction_SurthaEk	CHAOS_MrdrChief_Dip_Rejection_Neutral_03
generic_reject	2	diplomacy_Faction_SurthaEk_&_Negative	CHAOS_MrdrChief_Dip_Rejection_Negative_03
generic_reject	2	diplomacy_Faction_SurthaEk_&_Positive	CHAOS_MrdrChief_Dip_Rejection_Positive_03
